"id","nome","numero","ano","datApresentacao","txtEmenta","txtExplicacaoEmenta","qtdAutores","indGenero","qtdOrgaosComEstado","tipoProposicao.id","tipoProposicao.sigla","tipoProposicao.nome","orgaoNumerador.id","orgaoNumerador.sigla","orgaoNumerador.nome","codRegime","txtRegime","apreciacao.id","txtApreciacao","txtNomeAutor","idecadastro","codPartido","txtSiglaPartido","txtSiglaUF","datDespacho","txtDespacho","situacao.id","situacao.descricao","codOrgaoEstado","siglaOrgaoEstado","codProposicaoPrincipal","proposicaoPrincipal"
"223253","PL 4650/1977","4650","1977","02/03/1978","REESTRUTURA E CONSOLIDA A LEI 1779, DE 22 DE DEZEMBRO DE 1952, QUE CRIOU O INSTITUTO BRASILEIRO DO CAFE.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","FLORIM COUTINHO","
      ","147","NI        ","NI","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"223290","PL 4655/1977","4655","1977","02/03/1978","SUPRIME DISPOSITIVOS DO CODIGO DE PROCESSO CIVIL (LEI 5869, DE 11 DE JANEIRO DE 1973).","QUE TRATAM DA CONFISSÃO JUDICIAL OU EXTRAJUDICIAL.","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","JORGE ARBAGE","
      ","147","NI        ","NI","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"223330","PL 4660/1977","4660","1977","02/03/1978","ALTERA A REDAÇÃO DO ARTIGO 1º DA LEI Nº 5.527, DE 08 DE NOVEMBRO DE 1968, QUE RESTABELECE O DIREITO A APOSENTADORIA ESPECIAL PARA CATEGORIAS PROFISSIONAIS QUE ESPECIFICA E DA OUTRAS PROVIDENCIAS.","EMPREGADOS EM COMUNICAÇÕES.","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","CUNHA BUENO","73443","147","NI        ","NI","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"223338","PL 4661/1977","4661","1977","02/03/1978","DISPÕE SOBRE O DEPOSITO, EM DUODECIMO, DA GRATIFICAÇÃO INSTITUIDA PELA LEI Nº 4.090, DE 13 DE JULHO DE 1962, QUE INSTITUI A GRATIFICAÇÃO DE NATAL PARA OS TRABALHADORES.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","WARDERLEY MARIZ","
      ","147","NI        ","NI","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"223346","PL 4662/1977","4662","1977","02/03/1978","DISPÕE SOBRE O DESENVOLVIMENTO URBANO, REGULA O USO DO SOLO E DA OUTRAS PROVIDENCIAS.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","JOSE MAURICIO","
      ","147","MDB       ","RJ","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"223435","PL 4673/1977","4673","1977","03/12/1977","ESTABELECE PERCENTUAL MINIMO DE MUSICAS BRASILEIRAS A SEREM EXECUTADAS PELOS SISTEMAS DE DIVULGAÇÃO QUE ESPECIFICA.","OITENTA POR CENTO DO TOTAL DAS PROGRAMAÇÕES DAS EMISSORAS DE RADIO.","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","JOAQUIM BEVILACQUA","
      ","147","NI        ","NI","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"223379","PL 4666/1977","4666","1977","03/12/1977","ALTERA A LEGISLAÇÃO DOS REGISTROS PUBLICOS, PARA O FIM DE FIXAR EXPRESSAMENTE A ATRIBUIÇÃO DE AUTENTICAR DOCUMENTOS.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","DASO COIMBRA","
      ","143","ARENA     ","RJ","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"223537","PL 4686/1977","4686","1977","03/12/1977","DISPÕE SOBRE O EXERCICIO DE AUDITORIAS POR TECNICO EM CONTABILIDADE NAS CONDIÇÕES QUE ESPECIFICA.","DIPLOMADO ATE 1960 E COM MAIS DE 05 ANOS DE EXPERIENCIA.","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","JOÃO LINHARES","
      ","147","NI        ","NI","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"223545","PL 4687/1977","4687","1977","03/12/1977","DISPÕE SOBRE A EMISSÃO DE SELO POSTAL ANUAL COMEMORATIVO AO ""DIA DO PESCADOR"", E DA OUTRAS PROVIDENCIAS.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","LEO SIMÕES","
      ","147","NI        ","NI","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"223553","PL 4688/1977","4688","1977","03/12/1977","MODIFICA O ARTIGO QUARTO DO DECRETO-LEI 1351, DE 24 DE OUTUBRO DE 1974, QUE ALTERA A LEGISLAÇÃO DO IMPOSTO DE RENDA, AMPLIANDO O BENEFICIO DO ABATIMENTO ADICIONAL NA RUBRICA DE ENCARGOS DE FAMILIA.","PARA BENEFICIAR AS PESSOAS COM IDADE SUPERIOR A 65 ANOS).","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","GABRIEL HERMES","
      ","147","NI        ","NI","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
