"id","nome","numero","ano","datApresentacao","txtEmenta","txtExplicacaoEmenta","qtdAutores","indGenero","qtdOrgaosComEstado","tipoProposicao.id","tipoProposicao.sigla","tipoProposicao.nome","orgaoNumerador.id","orgaoNumerador.sigla","orgaoNumerador.nome","codRegime","txtRegime","apreciacao.id","txtApreciacao","txtNomeAutor","idecadastro","codPartido","txtSiglaPartido","txtSiglaUF","datDespacho","txtDespacho","situacao.id","situacao.descricao","codOrgaoEstado","siglaOrgaoEstado","codProposicaoPrincipal","proposicaoPrincipal"
"218387","PL 4057/1966","4057","1966","18/12/1966","AUTORIZA O PODER EXECUTIVO A ABRIR, AO PODER JUDICIARIO - JUSTIÇA ELEITORAL - TRIBUNAL REGIONAL ELEITORAL DO DISTRITO FEDERAL - O CREDITO ESPECIAL DE Cr$ 917.702,00, PARA PAGAMENTO DE DESPESAS DE EXERCICIOS ENCERRADOS.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","Poder Executivo","
      ","
      ","
      ","
      ","
      ","
      ","1140","Transformado em Norma Jurídica","4","MESA      ","0","
        "
"218396","PL 4058/1966","4058","1966","18/12/1966","DISPÕE SOBRE A PRISÃO ESPECIAL.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","Poder Executivo","
      ","
      ","
      ","
      ","
      ","
      ","1140","Transformado em Norma Jurídica","4","MESA      ","0","
        "
"218405","PL 4059/1966","4059","1966","18/12/1966","AUTORIZA O PODER EXECUTIVO A ABRIR AO MINISTERIO DA JUSTIÇA E NEGOCIOS INTERIORES O CREDITO ESPECIAL DE Cr$ 2.535.000.000,00, A FAVOR DA POLICIA DO DISTRITO FEDERAL, PARA ATENDER AS DESPESAS COM A AQUISIÇÃO DE VEICULOS E MATERIAL DE RADIO-COMUNICAÇÃO.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","Poder Executivo","
      ","
      ","
      ","
      ","
      ","
      ","1140","Transformado em Norma Jurídica","4","MESA      ","0","
        "
"218423","PL 4061/1966","4061","1966","18/12/1966","AUTORIZA O PODER EXECUTIVO A ABRIR, AO MINISTERIO DA VIAÇÃO E OBRAS PUBLICAS, O CREDITO ESPECIAL DE Cr$ 100.000.000 DESTINADO A CONSTRUÇÃO DE UMA GARAGEM-OFICINA PARA ABRIGO E REPARO DAS VIATURAS PERTENCENTES AQUELE MINISTERIO.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","Poder Executivo","
      ","
      ","
      ","
      ","
      ","
      ","1140","Transformado em Norma Jurídica","4","MESA      ","0","
        "
"218432","PL 4062/1966","4062","1966","18/12/1966","PRORROGA O PRAZO DE EXISTENCIA DO CONSELHO FEDERAL DE ODONTOLOGIA PROVISORIO E DA OUTRAS PROVIDENCIAS.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","Poder Executivo","
      ","
      ","
      ","
      ","
      ","
      ","1140","Transformado em Norma Jurídica","4","MESA      ","0","
        "
"218441","PL 4063/1966","4063","1966","18/12/1966","AUTORIZA O PODER EXECUTIVO A ABRIR, AO MINISTERIO DAS RELAÇÕES EXTERIORES, O CREDITO ESPECIAL DE Cr$ 144.569.279, PARA ATENDER A DESPESAS DECORRENTES DA VISITA AO BRASIL DO PRESIDENTE DE ISRAEL E DE SUA COMITIVA.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","Poder Executivo","
      ","
      ","
      ","
      ","
      ","
      ","1140","Transformado em Norma Jurídica","4","MESA      ","0","
        "
"218450","PL 4064/1966","4064","1966","18/12/1966","UNIFICA AS PRIMEIRAS E SEGUNDAS CLASSES DE SOLDADOS BOMBEIROS DO CORPO DE BOMBEIROS DO DISTRITO FEDERAL.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","Poder Executivo","
      ","
      ","
      ","
      ","
      ","
      ","1140","Transformado em Norma Jurídica","4","MESA      ","0","
        "
"218459","PL 4065/1966","4065","1966","18/12/1966","ISENTA DO IMPOSTO DE IMPORTAÇÃO E DE CONSUMO, BEM COMO DA TAXA DE DESPACHO ADUANEIRO, EQUIPAMENTO COMPLEMENTAR A UM CONJUNTO ELETRONICO, IMPORTADO PELO CENTRO ELETRONICO DE PROCESSAMENTO DE DADOS DO PARANA S.A.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","Poder Executivo","
      ","
      ","
      ","
      ","
      ","
      ","1140","Transformado em Norma Jurídica","4","MESA      ","0","
        "
"218467","PL 4066/1966","4066","1966","18/12/1966","AUTORIZA O PODER EXECUTIVO A ABRIR, AO MINISTERIO DA EDUCAÇÃO E CULTURA, O CREDITO ESPECIAL DE Cr$ 3.500.000.000, PARA ATENDER A DESPESAS RESULTANTES DA EXPANSÃO DAS ATIVIDADES DE ENSINO, PESQUISA E DIFUSÃO CULTURAL, DA FUNDAÇÃO UNIVERSIDADE DE BRASILIA.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","Poder Executivo","
      ","
      ","
      ","
      ","
      ","
      ","1140","Transformado em Norma Jurídica","4","MESA      ","0","
        "
"218477","PL 4067/1966","4067","1966","18/12/1966","AUTORIZA O PODER EXECUTIVO A ABRIR, AO MINISTERIO DE MINAS E ENERGIA, O CREDITO ESPECIAL DE Cr$ 40.000.000.000, EM REFORÇO DO FUNDO FEDERAL DE ELETRIFICAÇÕES.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","Poder Executivo","
      ","
      ","
      ","
      ","
      ","
      ","1140","Transformado em Norma Jurídica","4","MESA      ","0","
        "
"218487","PL 4068/1966","4068","1966","18/12/1966","AUTORIZA O PODER EXECUTIVO A ABRIR, AO MINISTERIO DA JUSTIÇA E NEGOCIOS INTERIORES, O CREDITO ESPECIAL DE Cr$ 3.291.576.930, PARA ATENDER AS DESPESAS DECORRENTES DO PAGAMENTO DE GRATIFICAÇÃO DA FUNÇÃO POLICIAL INSTITUIDA PELA LEI Nº 4.878, DE 03 DE DEZEMBRO DE 1965.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","Poder Executivo","
      ","
      ","
      ","
      ","
      ","
      ","1140","Transformado em Norma Jurídica","4","MESA      ","0","
        "
"218496","PL 4069/1966","4069","1966","18/12/1966","ACRESCENTA PARAGRAFO AO ARTIGO PRIMEIRO DA LEI Nº 1.162, DE 22 DE JULHO DE 1950, QUE ESTABELECE NORMAS PARA APOSENTADORIA E PENSÃO DOS SERVIDORES DAS AUTARQUIAS PERTENCENTES AO PATRIMONIO DA UNIÃO.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","Poder Executivo","
      ","
      ","
      ","
      ","
      ","
      ","1140","Transformado em Norma Jurídica","4","MESA      ","0","
        "
"217898","PL 4003/1966","4003","1966","13/12/1966","DISPÕE SOBRE A CONTRATAÇÃO DE OBRAS E SERVIÇOS, NO TERRITORIO NACIONAL, PELAS PESSOAS JURIDICAS DE DIREITO PUBLICO OU ENTIDADES AUTARQUICAS, COM ENTIDADES ESTRANGEIRAS OU ORGANIZAÇÕES INTERNACIONAIS. ","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","SENADO FEDERAL - ERMIRIO DE MORAIS","
      ","
      ","PTB       ","PE","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"217908","PL 4004/1966","4004","1966","30/11/1966","ALTERA O ARTIGO PRIMEIRO DA LEI Nº 3.529, DE 13 DE JANEIRO DE 1959, QUE DISPÕE SOBRE A APOSENTADORIA DOS JORNALISTAS PROFISSIONAIS.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","JOSE BARBOSA","
      ","145","MDB       ","SP","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"217916","PL 4005/1966","4005","1966","30/11/1966","INCORPORA AS ABSORÇÕES ''DIARIAS DE BRASILIA'' A FUNCIONARIOS TRANSFERIDOS 'EX-OFFICIO'.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","ARI PITOMBO","
      ","145","MDB       ","AL","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"217925","PL 4006/1966","4006","1966","30/11/1966","ASSEGURA A CONTAGEM DO TEMPO DE SERVIÇO MILITAR PARA FINS DE APOSENTADORIA.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","CROACY DE OLIVEIRA","
      ","145","MDB       ","RS","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"217935","PL 4007/1966","4007","1966","30/11/1966","ESTABELECE NORMAS PARA A CONCESSÃO DE PASSES A FERROVIARIOS APOSENTADOS.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","CROACY DE OLIVEIRA","
      ","145","MDB       ","RS","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"217944","PL 4008/1966","4008","1966","30/11/1966","AUTORIZA O PODER EXECUTIVO A ERIGIR, NA CIDADE DE SANTOS, UM MONUMENTO NACIONAL AO IMIGRANTE PORTUGUES E DA OUTRAS PROVIDENCIAS.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","CUNHA BUENO","73443","143","ARENA     ","SP","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"217953","PL 4009/1966","4009","1966","30/11/1966","DISPÕE SOBRE VENCIMENTOS DE SERVIDORES PUBLICOS MUNICIPAIS.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","CARLOS WERNECK","
      ","143","ARENA     ","RJ","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"217962","PL 4010/1966","4010","1966","30/11/1966","ESTABELECE TRES CATEGORIAS PARA DIARIAS DE INTERNAMENTO HOSPITALAR DE ACORDO COM O SALARIO MINIMO E DA OUTRAS PROVIDENCIAS.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","LYRIO BERTOLI","
      ","143","ARENA     ","PR","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
