"id","nome","numero","ano","datApresentacao","txtEmenta","txtExplicacaoEmenta","qtdAutores","indGenero","qtdOrgaosComEstado","tipoProposicao.id","tipoProposicao.sigla","tipoProposicao.nome","orgaoNumerador.id","orgaoNumerador.sigla","orgaoNumerador.nome","codRegime","txtRegime","apreciacao.id","txtApreciacao","txtNomeAutor","idecadastro","codPartido","txtSiglaPartido","txtSiglaUF","datDespacho","txtDespacho","situacao.id","situacao.descricao","codOrgaoEstado","siglaOrgaoEstado","codProposicaoPrincipal","proposicaoPrincipal"
"215856","PL 3778/1961","3778","1961","15/12/1961","MODIFICA O DECRETO-LEI 9760, DE 05 DE SETEMBRO DE 1946, QUE DISPÕE SOBRE OS BENS IMOVEIS DA UNIÃO, E DA OUTRAS PROVIDENCIAS.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","SENADO FEDERAL - JOÃO VILLAS BOAS","
      ","
      ","UDN       ","MT","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"215865","PL 3779/1961","3779","1961","15/12/1961","DISPÕE SOBRE O CANCELAMENTO DE PENALIDADES APLICADAS A SERVIDORES CIVIS, E DA OUTRAS PROVIDENCIAS.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","JOSE TALARICO","
      ","136","PTB       ","GB","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"215873","PL 3780/1961","3780","1961","15/12/1961","CONCEDE MORATORIA AOS AGRICULTORES E PECUARISTAS DAS REGIÕES NORDESTINAS ATINGIDAS PELAS SECAS, E DA OUTRAS PROVIDENCIAS.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","FERNANDO SANTANA","
      ","136","PTB       ","BA","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"215882","PL 3781/1961","3781","1961","15/12/1961","DA NOVA REDAÇÃO AOS ITENS VI E VIII DO ARTIGO 195 DA LEI 1711, DE 28 DE OUTUBRO DE 1952 (ESTATUTO DOS FUNCIONARIOS PUBLICOS) QUE DISPÕEM SOBRE PROIBIÇÕES AOS FUNCIONARIOS.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","HENRIQUE TURNER","
      ","125","PSB       ","SP","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"215891","PL 3782/1961","3782","1961","15/12/1961","CONCEDE PENSÃO ESPECIAL DE Cr$ 10.000,00 MENSAIS AO EX-SERVIDOR JOSE DOMINICIANO SOARES DA ALFANDEGA DE PORTO ALEGRE, RIO GRANDE DO SUL.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","PAULO MINCARONE","
      ","136","PTB       ","RS","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"215900","PL 3783/1961","3783","1961","15/12/1961","AUTORIZA O PODER EXECUTIVO A ABRIR, ATRAVES DO MINISTERIO DA EDUCAÇÃO E CULTURA, O CREDITO ESPECIAL DE Cr$ 15.000.000,00, DESTINADO A CASA DO PEQUENO OPERARIO DE PORTO ALEGRE, RIO GRANDE DO SUL.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","PAULO MINCARONE","
      ","136","PTB       ","RS","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"215909","PL 3784/1961","3784","1961","15/12/1961","DA NOVA REDAÇÃO AO PARAGRAFO UNICO DO ARTIGO QUINTO DA LEI 3373, DE 12 DE MARÇO DE 1958, QUE DISPÕE SOBRE O PLANO DE ASSISTENCIA DO FUNCIONARIO E SUA FAMILIA.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","SEGISMUNDO ANDRADE","
      ","189","UDN       ","AL","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"215919","PL 3785/1961","3785","1961","15/12/1961","APLICA AOS TRABALHADORES RODOVIARIOS DISPOSIÇÕES DA CONSOLIDAÇÃO DAS LEIS DO TRABALHO, APROVADA PELO DECRETO-LEI 5452, DE PRIMEIRO DE MAIO DE 1943.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","SENADO FEDERAL - GUIDO MONDIN","
      ","
      ","PTB       ","RS","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"215929","PL 3786/1961","3786","1961","15/12/1961","ESTENDE AOS FUNCIONARIOS CIVIS LOTADOS NOS MINISTERIOS DA GUERRA, MARINHA E AERONAUTICA, OS DIREITOS E VANTAGENS DA LEI 1316, DE 20 DE JANEIRO DE 1951 (CODIGO DE VENCIMENTOS E VANTAGENS DOS MILITARES), RESPEITADA A IDENTIDADE PROCEDENCIA E EQUIVALENCIA DOS CARGOS E FUNÇÕES.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","JOSE TALARICO","
      ","136","PTB       ","GB","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"215938","PL 3787/1961 CM","3787","1961","14/12/1961","AUTORIZA A ABERTURA DE CREDITOS ESPECIAIS NUM MONTANTE DE Cr$ 3.387.476.036,00 A DIVERSOS MINISTERIOS E ORGÃOS SUBORDINADOS A PRESIDENCIA DA REPUBLICA.","
    ","1","o","1","139","PL","Projeto de Lei","301","CM        ","CONSELHO DE MINISTROS","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","CONSELHO DE MINISTROS","
      ","
      ","
      ","
      ","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"215786","PL 3770/1961 CM","3770","1961","14/12/1961","TRANSFORMA O INSTITUTO DE PESQUISAS DA MARINHA EM FUNDAÇÃO, E DA OUTRAS PROVIDENCIAS.","
    ","1","o","1","139","PL","Projeto de Lei","301","CM        ","CONSELHO DE MINISTROS","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","CONSELHO DE MINISTROS","
      ","
      ","
      ","
      ","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"215795","PL 3771/1961 CM","3771","1961","14/12/1961","AUTORIZA A ABERTURA, PELO MINISTERIO DA FAZENDA, DO CREDITO ESPECIAL DE Cr$ 150.000.000,00 PARA AQUISIÇÃO, NO EXTERIOR, DE SEISCENTAS TONELADAS DE ALUMINIO PARA A CASA DA MOEDA.","
    ","1","o","1","139","PL","Projeto de Lei","301","CM        ","CONSELHO DE MINISTROS","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","CONSELHO DE MINISTROS","
      ","
      ","
      ","
      ","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"215804","PL 3772/1961 CM","3772","1961","14/12/1961","AUTORIZA O PODER EXECUTIVO A ABRIR PELO DEPARTAMENTO ADMINISTRATIVO DO SERVIÇO PUBLICO, O CREDITO ESPECIAL QUE ESPECIFICA, NA IMPORTANCIA DE Cr$ 450.000,00.","
    ","1","o","1","139","PL","Projeto de Lei","301","CM        ","CONSELHO DE MINISTROS","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","CONSELHO DE MINISTROS","
      ","
      ","
      ","
      ","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"215813","PL 3773/1961 CM","3773","1961","14/12/1961","CONCEDE ISENÇÃO DE DIREITOS DE IMPORTAÇÃO, DE IMPOSTO DE CONSUMO E DE TAXAS ADUANEIRAS PARA AS MERCADORIAS DOADAS A CONFEDERAÇÃO DE IGREJAS EVANGELICAS FUNDAMENTALISTAS DO BRASIL, PELA INTERNACIONAL CHRISTIAN RELIEF, DOS ESTADOS UNIDOS DA AMERICA DO NORTE.","
    ","1","o","1","139","PL","Projeto de Lei","301","CM        ","CONSELHO DE MINISTROS","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","CONSELHO DE MINISTROS","
      ","
      ","
      ","
      ","
      ","
      ","1140","Transformado em Norma Jurídica","4","MESA      ","0","
        "
"215820","PL 3774/1961 CM","3774","1961","14/12/1961","AUTORIZA A UNIÃO A PARTICIPAR DE SOCIEDADES DE ECONOMICA MISTA QUE SEJAM ORGANIZADAS PELOS ESTADOS E MUNICIPIOS COM A FINALIDADE DE PRODUZIR ENERGIA ELETRICA E EXPLORAR OS SERVIÇOS DESSA NATUREZA.","
    ","1","o","1","139","PL","Projeto de Lei","301","CM        ","CONSELHO DE MINISTROS","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","CONSELHO DE MINISTROS","
      ","
      ","
      ","
      ","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"215829","PL 3775/1961 CM","3775","1961","14/12/1961","RETIFICA, SEM AUMENTO DE DESPESA, A LEI 3834, DE 10 DE DEZEMBRO DE 1960, QUE ESTIMA A RECEITA E FIXA A DESPESA DA UNIÃO PARA O EXERCICIO DE 1961.","
    ","1","o","1","139","PL","Projeto de Lei","301","CM        ","CONSELHO DE MINISTROS","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","CONSELHO DE MINISTROS","
      ","
      ","
      ","
      ","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"215838","PL 3776/1961 CM","3776","1961","14/12/1961","CRIA O SERVIÇO NACIONAL DE PRATICAGEM, E DA OUTRAS PROVIDENCIAS.","
    ","1","o","1","139","PL","Projeto de Lei","301","CM        ","CONSELHO DE MINISTROS","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","CONSELHO DE MINISTROS","
      ","
      ","
      ","
      ","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
