"id","nome","numero","ano","datApresentacao","txtEmenta","txtExplicacaoEmenta","qtdAutores","indGenero","qtdOrgaosComEstado","tipoProposicao.id","tipoProposicao.sigla","tipoProposicao.nome","orgaoNumerador.id","orgaoNumerador.sigla","orgaoNumerador.nome","codRegime","txtRegime","apreciacao.id","txtApreciacao","txtNomeAutor","idecadastro","codPartido","txtSiglaPartido","txtSiglaUF","datDespacho","txtDespacho","situacao.id","situacao.descricao","codOrgaoEstado","siglaOrgaoEstado","codProposicaoPrincipal","proposicaoPrincipal"
"41234","PL 2021/1991","2021","1991","17/12/1991","DISPÕE SOBRE O PROGRAMA DE MORADIA E PRODUÇÃO AGRICOLA RURAL - MORAGRO.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","4","Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II","ONAIREVES MOURA","
      ","136","PTB       ","PR","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"203647","PL 2455/1991","2455","1991","17/12/1991","DISPÕE SOBRE A REVISÃO GERAL DA REMUNERAÇÃO DOS SERVIDORES PUBLICOS FEDERAIS.","AUMENTANDO QUARENTA POR CENTO A PARTIR DE PRIMEIRO DE JANEIRO, SETENTA POR CENTO A PARTIR DE PRIMEIRO DE FEVEREIRO E CEM POR CENTO A PARTIR DE PRIMEIRO DE MARÇO, DE FORMA NÃO CUMULATIVA.","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","4","Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II","Poder Executivo","
      ","
      ","
      ","
      ","
      ","
      ","1140","Transformado em Norma Jurídica","4","MESA      ","0","
        "
"203657","PL 2456/1991","2456","1991","17/12/1991","DISPÕE SOBRE A UTILIZAÇÃO, PELO GOVERNO DO DISTRITO FEDERAL, DAS POLICIAS CIVIL E MILITAR E DO CORPO DE BOMBEIROS MILITAR DE QUE TRATA O PARAGRAFO QUARTO DO ARTIGO 32 DA CONSTITUIÇÃO FEDERAL.","REGULAMENTANDO DISPOSITIVOS DA CONSTITUIÇÃO FEDERAL DE 1988.","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","SENADO FEDERAL - MAURICIO CORREA","
      ","
      ","PDT       ","DF","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"203620","PL 2452/1991","2452","1991","16/12/1991","ESTABELECE DIRETRIZES PARA QUE A UNIÃO POSSA REALIZAR A CONSOLIDAÇÃO E O REESCALONAMENTO DE DIVIDAS DAS ADMINISTRAÇÕES DIRETA E INDIRETA DOS ESTADOS, DO DISTRITO FEDERAL E DOS MUNICIPIOS, E DA OUTRAS PROVIDENCIAS.","FIXANDO CRITERIOS PARA ROLAGEM DA DIVIDA (PRAZO: 45 DIAS).","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","20","Prioridade (Art. 151, II, RICD)","5","Proposição Sujeita à Apreciação do Plenário","Poder Executivo","
      ","
      ","
      ","
      ","
      ","
      ","1140","Transformado em Norma Jurídica","4","MESA      ","0","
        "
"203486","PL 2438/1991","2438","1991","12/12/1991","DISCIPLINA AS ATIVIDADES INDUSTRIAIS E DE TRANSPORTE DE PRODUTOS OU MATERIAIS TOXICOS, CORROSIVOS, INFLAMAVEIS OU EXPLOSIVOS, EM CONFORMIDADE COM O DISPOSTO NOS ARTIGOS 22 E 225 DA CONSTITUIÇÃO FEDERAL.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","4","Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II","FABIO FELDMANN","
      ","128","PSDB      ","SP","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"203448","PL 2434/1991","2434","1991","12/12/1991","INSTITUI PROGRAMA DE RADIO E TELEVISÃO DESTINADO A RESPONDER A CRITICAS OU ACUSAÇÕES CALUNIOSAS CONTRA O CONGRESSO NACIONAL OU QUALQUER DE SEUS MEMBROS E DA OUTRAS PROVIDENCIAS.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","4","Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II","JOÃO MENDES","74849","136","PTB       ","RJ","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
"18140","PL 2451/1991","2451","1991","12/12/1991","Cria a Área Indígena Yanomami, altera o Decreto nº 83.550, de 5 de junho de 1979; revoga os Decretos 97.545 e 97.546, de 1º de março de 1989 que criam, respectivamente, o Parque Nacional do Pico da Neblina, a Floresta Nacional de Roraima e a Floresta Nacional do Amazonas e dá outras providências.","CO-AUTOR: DEP FABIO FELDMANN - PSDB/SP.
","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","4","Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II","Aloizio Mercadante","74697","134","PT        ","SP","14/09/1994","DESPACHO DA PRESIDENCIA, SOLICITANDO A APENSAÇÃO DESTE AO
PL. 2057/91.","923","Arquivada","4","MESA      ","0","
        "
"25382","PL 2419/1991","2419","1991","11/12/1991","Modifica a redação do artigo 1º da Lei nº 8.072, de 25 de junho de 1990, que define os crimes hediondos.","INCLUINDO SEQUESTRO E CARCERE PRIVADO ENTRE OS CRIMES HEDIONDOS).
","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","20","Prioridade (Art. 151, II, RICD)","5","Proposição Sujeita à Apreciação do Plenário","Jackson Pereira","
      ","128","PSDB      ","CE","07/04/1995","APENSE-SE AO PL. 1963/91.
(NOVO DESPACHO).","923","Arquivada","4","MESA      ","0","
        "
"202941","PL 2382/1991","2382","1991","10/12/1991","AUTORIZA A CENTRAIS ELETRICAS BRASILEIRAS S/A - ELETROBRAS A DOAR O BEM QUE MENCIONA.","CASCO DA EMBARCAÇÃO EM QUE SE ENCONTRA INSTALADA A USINA TERMELETRICA DE PORAQUE). - PODER CONCLUSIVO DAS COMISSÕES - ARTIGO 24, INCISO II.","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","4","Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II","Poder Executivo","
      ","
      ","
      ","
      ","
      ","
      ","1140","Transformado em Norma Jurídica","4","MESA      ","0","
        "
"203048","PL 2392/1991","2392","1991","10/12/1991","ALTERA A REDAÇÃO DO ARTIGO PRIMEIRO DA LEI Nº 8.072, DE 25 DE JULHO DE 1990, INCLUINDO NA CATEGORIA DE CRIMES HEDIONDOS OS CRIMES CONTRA A VIDA E A INTEGRIDADE FISICA DE MENORES PRATICADOS EM CONCURSO MATERIAL OU FORMAL.","
    ","1","o","1","139","PL","Projeto de Lei","180","PLEN      ","PLENÁRIO","14","Ordinária (Art. 151, III, RICD)","5","Proposição Sujeita à Apreciação do Plenário","MARCIA CIBILIS VIANA","
      ","104","PDT       ","RJ","
      ","
      ","923","Arquivada","4","MESA      ","0","
        "
